====================================================================================================
RL TRAINING LOG
====================================================================================================

Training Period: Episodes 0 to 418
Total Episodes: 419

EPISODE-BY-EPISODE P&L TRENDS
----------------------------------------------------------------------------------------------------
Episode    P&L             Reward          Loss            Steps     
356        $-2000.75       -21.88          0.619264        928       
357        $-2002.75       -22.32          0.521360        1158      
358        $-2549.00       -576.03         441.947122      2694      
359        $-2002.00       -22.18          0.277728        1297      
360        $-3030.50       -1254.35        1263.146505     5000      
361        $-1640.75       336.86          176.107691      3176      
362        $-1381.75       596.42          1280.037261     1299      
363        $-1498.75       480.51          450.644477      2264      
364        $-2061.25       -86.24          6.588798        2181      
365        $-1729.00       253.70          340.464269      884       
366        $-1899.50       78.38           16.898181       2739      
367        $-1428.75       551.06          1623.823315     867       
368        $-2152.50       -164.17         27.095344       3892      
369        $-3345.25       -1368.65        1921.021303     3904      
370        $-1321.25       659.06          801.633095      2282      
371        $-2002.50       -27.47          12.746462       2592      
372        $-1744.50       232.27          91.043660       2894      
373        $-2000.50       -21.85          3.371240        1431      
374        $-1656.00       320.06          252.925258      1916      
375        $-1272.25       709.32          2382.050027     923       
376        $-2282.00       -303.99         239.143320      1304      
377        $-2002.75       -24.31          5.881363        1728      
378        $-1781.00       200.41          176.149147      964       
379        $-2087.75       -107.28         36.529839       984       
380        $-2308.75       -329.57         301.640479      1226      
381        $-2412.25       -436.48         233.591486      2835      
382        $-2002.75       -28.46          0.852036        3618      
383        $-2000.50       -22.17          0.288123        998       
384        $-2002.75       -22.98          0.326815        1719      
385        $-2381.50       -399.88         695.655352      926       
386        $-2536.25       -557.45         1302.981403     910       
387        $-2144.50       -162.99         34.653196       1813      
388        $-2004.75       -22.22          0.402054        1446      
389        $-2688.75       -712.09         617.754791      2989      
390        $-2130.50       -154.23         29.579560       1750      
391        $-1885.50       96.50           59.117151       1165      
392        $-1669.75       306.40          166.382279      2791      
393        $-2295.75       -313.09         346.569469      968       
394        $-1807.75       172.99          86.413253       1821      
395        $-1677.75       303.84          311.275774      1481      
396        $-2000.75       -31.09          0.162145        3569      
397        $-2002.50       -23.19          0.163485        2335      
398        $-2001.00       -23.93          0.043959        2996      
399        $-2653.00       -676.26         742.846015      2342      
400        $-2304.00       -329.24         246.829809      1594      
401        $-2001.00       -22.34          0.560834        1373      
402        $-3100.25       -1159.54        1061.881435     5000      
403        $-2003.75       -22.96          0.059287        1537      
404        $-2563.75       -596.05         310.831839      3928      
405        $-2001.00       -30.75          0.058579        3418      
406        $-2219.50       -1227.08        1194.139071     5000      
407        $-1817.75       -1440.12        1706.028266     5000      
408        $-2001.50       -21.99          0.066179        951       
409        $-2002.75       -25.84          0.927715        4043      
410        $-1465.50       -1339.62        1557.273046     5000      
411        $-1235.50       -1255.00        1158.997832     5000      
412        $-2001.00       -22.30          0.079575        1238      
413        $-1999.00       -20.42          0.072353        3232      
414        $-1293.00       -1283.49        1218.601908     5000      
415        $-2002.00       -24.42          0.021236        1890      
416        $-1158.25       136.80          21.792863       5000      
417        $-1244.50       -1235.11        1128.277813     5000      
418        $-2104.75       -138.34         8.083700        4343      

====================================================================================================
SUMMARY STATISTICS
====================================================================================================

First 10 Episodes:
  Avg P&L: $-1959.03 ± $719.33
  Avg Reward: 21.23 ± 718.79
  Avg Loss: 2167.566278

Last 10 Episodes:
  Avg P&L: $-1650.62 ± $379.43
  Avg Reward: -520.77 ± 622.13
  Avg Loss: 509.412804

Improvement:
  P&L: $+308.40
  Reward: -542.01
  Loss: +1658.153474

====================================================================================================
OVERALL STATISTICS
====================================================================================================
Total Episodes: 419
Average P&L: $-1979.93 ± $623.86
Best P&L: $616.25
Worst P&L: $-3416.00
Average Reward: -285.71 ± 566.21
Average Loss: 525.666360
